"X","Comment","label"
3033,"مربا ریخته جعبش ترکیده بود 
کاهو کیفیت بسیار پایین همه برگه هایش لزج هستش",1
2450,"سلام
عکس در اپلیکیشن شکلات با ساک هست که من به همین دلیل برای هدیه انتخاب کردم،اما متاسفانه چیزی که به دست من رسید بی ساک هست",1
504,"به نان ساندویچی امگا ۳ برای من نان تست آوردن",1
2275,"متاسفانه تاریخش آخرین روزش بود من چطوری یک بسته نون تست رو امروز تموم کنم که نمونه کاش میشد عوض کرد",1
1691,"با سلام ژل ماشین ظرفشوئی که به عنوان هدیه درج شده بود به دستمون نرسید",1
2821,"اکثر سینه ها و ران ها خیلی درشت بودند.",1
205,"جای کره زعفرانی، کره صبونه ارسال شده.",1
1771,"سلام. چند تا از گوجه ها براثر فشار ،له شده بودن",3
897,"با عرض سلام و خسته نباشید خدمت شما و همکارانتان ،من سفارش شکلاتی داده بودم که ۳۶۰ گرم ثبت شده بود ولی وقتی برام آوردن روش زده بود ۲۵۰‌گرم و همچنین جعبه هم نداده و یه قسمتی هم پاره شده همیشه تعویض کنید چون من میخولستم برای مهمونی ببرم برای ثبت مشکل هم هرکاری کردم ثبت نشد",1
1004,"تاریخ تولید ماست برای ۱۰ روز قبل است
پنیر هم مدل دیگه ای رو آوردن",1
2204,"کیفیت‌سیب‌زمینی‌ها‌خوب‌نیس...",1
13,"چرا سفارش را نصفه و نیمه می آورید ومرغ را کنسل کردید!!!؟",1
671,"بادمجان و هویج ها کیفیت خوبی نداشت",1
2758,"از تاریخ تولید خامه ۶ روز گذشته. البته هنوز دارای تاریخ استفاده می باشد ولی لطفا لبنیات تاریخ جدید باشند و روز باشند تا مشکلی برای سلامتی پیش نیاید.
لطفا قسمت ثبت توضیحات که قبلا در برنامه بوده است جهت توضیحات در مورد سفارش مجدد گنجانده شود.",1
335,"اسکاچ ارسال شده با اونچه در عکس هست بسیاااار مغایرت داره و فوق العاده بی کیفیت و بدرد نخوره، لطفا رسبدگی کنید",1
555,"بسته بندی پاره ویفر همش خورد بود",3
1959,"تاریخ روز گذشته بود یکی از بسته های مرغ و داخل نایلکس خرید ها کثیف بود برخلاف همیشه 
و اینکه نوشته سینه مرغ بدون استخوان ولی همه ی سینه ها شامل کتف هم که استخوان داره میشدن 
و این یعنی مغایرت",1
1007,"سیب زمینی ۱ کیلو فرستاده شده و خراب",1
27,"رشته آش در بسته ها موجود نبود",1
695,"ظاهرا پیک توجیه نیست این چه طرز برخورده متاسفام",3
472,"پلاستیک ها خیس و چسبناک بود",3
2411,"کره تحویل داده نشد",1
688,"وقت به خیر
بسته بندی خوب بود ولی به دلیل حمل بد و بی دقتی رساننده با اینکه سر بطری‌ها را به خوبی چسب زده بودند 
مایع نشت کرده بود
رساننده ها اصلا درست کار نمیکنند",3
2749,"سلام بسته پنیر ک تحویل گرفتم کاملا یخش باز شده بود و مثل آب بهم تحویل دادن قرار بود ساعت ۱۴ تا ۱۷ برسه ساعت ۲۲:۳۰تحویل من شد امروز تازه بارش برف نداشتیم",3
1708,"انتهای دبه ماست آسیب دیده بود و یکی از کلوچه ها به علت فشار له شده بود",3
172,"يكي از بسته هاي برنج پاره بود و توي كيسه ريخته شده بود.",2
1601,"کره ارسال نشده",1
2030,"اصلا راضی نبودم ، اگه محصولی موجود نیست باید همون موقع امکان انتخاب وجود نداشته باشه نه اینکه بعد ارسال نشه . کیفیت پایین دستمال نانو و همچنین فوق العاده ناز‌ بودن فویل آلومینیوم در صورتی که نوشته شده فویل ضخیم",1
244,"یک بسته کم تحویل ما شده",1
843,"با سلام. بنده ۸ عدد کره ی پاستوریزه شکلی سفارش دادم. در حالیکه بعد چندساعت تماس گرفتند و گفتند محصول مورد نظر شما تمام شده و بجاش باید کره کاله با قیمت بیشتر بخرید",1
2306,"سلام من هنوز بسته تخم مرغ رو باز نکردم و ۴ تخم مرغ شکسته هستن",2
237,"سلام خداقوت قیمتی که عسل در اپلیکیشن خورده بود ۴۴۰ هزار بود که با تخفیف ۱۷۹ هزار بود که وقتی اوردن روی محصول عسل ۳۳۷ هزار خورده بود ممنون میشم قیمت واقعی محصول در اپلیکیشن زده بشه",0
1088,"۴عدد از تخم مرغها شکسته بودند یکی که کاملا ریخته شده بود داخل بسته بندی",2
1029,"دوعددنودل سفارش داده بودم ولی متاسفانه دوعدد کوکی شکلاتی دریافت کردم 
ضمنا پرداخت من 5008690 ریال بوده",1
1716,"سلام ، من دو بسته آویشن ۱۰۰ گرمی سفارش دادم ولی یک بسته تحویل دادن ، با پشتبانی تماس گرفتم و گفتن که عکس بارکد کالا رو تو سایت آپلود کنم ولی نه تو اپلیکیشن آپلود شد نه تو سایت",1
3038,"لطفاً اعتبار خود و اعتماد مشتریان همیشگی خود را با تحویل کالایی بجای کالای دیگر از بین نبرید.من پاک کن ام جی ام سفارش دادم اما شما از یک برند بی کیفیت و در سایز کوچکتر بمن تحویل دادید.متاسفم",1
602,"نارگیل خراب و له شده بود اصلا قابل خوردن نبود ، حتی پوستش هم کپک زده بود و بوی بدی میداد لطفا پیگیری کنید",1
337,"شش عدد از تخم مرغ ها شکسته شده بود",2
1206,"سلام، در روز بارانی پیک بدون باکس سفارشات رو تحویل داد آنهم نه درب منزل در خیابان و خیس و از همه بدتر با برخورد شدیدا بی ادبانه پیک که هم سن فرزندم بود.لطفا پیگیری شود.",3
647,"تاریخ بلغورها و دو تا سفیدکننده ها خیلی قدیمی بود و تولید تیر ماه بود و بیشتر از نصف مدت زمان انقضاشون گذشته بود!
یکی از پاناکوتاها هم از داخل بسته بندیش پاره بود و پودرش به بیرون ریخته بود.",1
3218,"کیک تی تاپ را در نایلون کنار دو تا شیر و دو تا ماکارونی قرار دادند و کیک تی تاپ زیر اجناس سنگین مانده بود",2
2396,"گوجه فرنگیها و سیب ها زدگی داشت و پرتقال ها شل بود",1
302,"سیر کهنه یعنی سیر ۷ ساله،سیری که فرستادین نهایت ۱ سالست و با تصویری که ازش گذاشتین کاملا متفاوته...
توری که سوسیس توش قرار داره از ۳ جا پاره شده بود و کل سوسیسا ریخته بود بیرون لطفا به کسی که جمع آوری میکنه بگین هر چی محصول داغون و کج و پارست که میمونه نفرسته این چندمین باره محصولاتی که آسیب دیده فرستاده میشه.به جز این دو مورد بقیه چیزا خوب بود?",1
149,"من پنیر صباح 900 گرمی با 18٪ تخفیف انتخاب کردم از منوی تخفیف ها.، برای من پنیر ۴۰۰ گرمی هرتز، بدون تخفیف فریتادند",1
2293,"در عرض چند ثانیه تغییر قیمت ها به ضرر مشتری و نشان ندادن تغییر قیمت و حذف تخفیف برخی کالای انتخاب شده در سبد به نظر عمدی است و برای دیگر دوستان نیز اتفاق افتاده است و موجب بی اعتمادی شدید است",0
