"","X","Comment","label"
"1595",699,"پیک نا شنوا بود و خیلی سخت میشد باهاش هماهنگ کرد","Product"
"1596",700,"مدت زیادی از تولید گذشته و نزدیک به انقضاء. کیفیت بقیه موارد عالی بود","Product"
"1597",701,"اولا که بااپیکیشن خیلی سخته کار کردن دوما من سه بار پوشک ایزی لایف سفارش دادم هرسری زنگ زدن اتمام موجودی سوما ظرف روغن ها مچاله و سوراخ بودواقعا نظارت دارید برای وسایل فرستاده شده ؟؟","Product"
"1598",702,"سلام.وقت به خیر
اولا که پیک سوار ماشین بود و سفارش رو روی زمین درب منزل گذاشته بود،دوم که بالای کیسه برنج سوراخ بود","Product"
"1599",703,"بنده اولین بار بود میخواستم خرید میوه رو امتحان کنم به این روش که متاسفانه شرایط کیفیت میوه جوری بود که دیگه خرید این مدلی نمیکنم 
پیشنهادم بالا بردن کیفیت میوه در حد خوب هست یا حداقال دو‌جور قیمت باشه و یک‌ممدل به صورت میوه دست چین شده با قیمت بالاتر ارائه بشه","Product"
"1600",704,"تاریخ انقضای خشکبار به پایان رسیده....","Product"
"1601",705,"قیمت مصرف کننده روی بیسکویت سی هزار تومان است اما ۴۳ هزار تومان فاکتور شده!
بسته باطری نیم قلمی ۱۲ عددی خریداری شده اما داخل بسته ۱۱ عدد بود!","Packaging"
"1602",706,"درب ظرف ماست متورم بود
بطری شیر ضربه خورده و تغییر شکل داده و کثیف بود
یخ های بسته بندی در پلاستیک خرید پاره شده بود","Packaging"
"1603",707,"واقعا مونده است و خیلی کیفیت پایینی داره","Product"
"1604",708,"به جای بسته ۴ عددی یک عدد دستمال ارسال شده","Product"
"1605",709,"راضی نیستم. تخم مرغ ها شکستن. واقعا راضی نیستم","Packaging"
"1606",710,"باز هم همون مشکل قبلی
چرا یکبار برای همیشه قیمت این محصولات و تو سایتتون درست نمیکنید.قیمت فروش روی کالا۱۶۰۰۰ تومان قیمت فروش با ۲۵ درصد تخفیف ۱۵۰۰۰ تومان","Price"
"1607",711,"ناقص بود","Product"
"1608",712,"پوشک تموم شده تماس گرفتن میگم مشابهشو بدین میگن نداریم. در صورتی که سایت موجودی نشون میده.
کرم رو هم که اشتباه فرستادن","Product"
"1609",713,"کالاهای ذکر شده اصلا ارسال نشده بود و چند عدد چیپس و پفک اشتباه به جای آنها فرستاده شده بود بعد پیگیری مجدد کالاهای ارسال نشده رو فرستادن که باز هم کسری داشت و یکسری چیزها نبود و مجدد تماس گرفتم و هنوز در حال پیگیری هستم","Product"
"1610",714,"صابون زرد سفارش داده بودم سفید اورده بودید","Product"
"1611",715,"یکی از رب گوجه ها رو راننده شکست که گفتن من بهتون اطلاع بدم و اینکه شماره پشتیبانی رو نتونستم پییدا کنم که مبلغ اون جنس رو عودت بدین","Product"
"1612",716,"سلام،قیمت بالای کاهو و کیفیت فوق العاده پایین اون باعث میشه اعتماد آدم برای خریدهای آتی پایین بیاد ،همیشه رسم بوده قیمت بالا کیفیت بالاتر داشته باشه،پیاز ها هم تقریبا(4تا از 6 عدد) حالت یخ زدگی و اب گرفته پیدا کرده بودن،امیدوارم پیگیری لازم بعمل بیاد","Price"
"1613",717,"باسلام من ۱۰عدد مایع سفارش زدم ومبلغ۲۲۶ هزار واریز کردم اما ۵عدد فرستاد و امابقی پول رو واریز نکرد و حتی توی کیف پولمم نیومد","Product"
"1614",718,"3تا بسته پوشک سفارش داده بودم اما یه بسته تحویل گرفتم..با پشتیبانی هم تماس گرفتم..گفتن تماس میگیرند ولی خبری نشد...راننده اسنپ هم گفت فقط همین مقدار تحویل من دادن..من الان نمیدونم باید با کجا تماس بگیرم..تا این مشکل رو حل کنند","Product"
"1615",719,"کم بودن کالا","Product"
"1616",720,"۳بسته ماکارونی سفارش داده بودم که کنسل شده","Product"
"1617",721,"مایع جرم‌گیر سرویس بهداشتی به خاطر شرایط نامناسب حمل دچار آسیب شد و داخل کیسه بسته بندی ریخت","Packaging"
"1618",722,"تقریبا نیمی از پیازها سیاه شده و خراب بود. در صورت تکرار این مسئله در خرید میوه و سبزیجات از اسنپ مارکت تجدید نظر خواهم کرد.","Product"
"1619",723,"از ١٥ عدد تخم مرغ، ٦ عدد ترك خورده و ١ عدد شكسته.","Packaging"
"1620",724,"سه تا پرتقال به این بزرگی؟!!!","Product"
"1621",725,"در صورتی که قابلیت ارسال تخم مرع واقلام مشابه رو ندارید لطفا ،سفارش نگیرید ،مهمون داشتم وتخم مرغها شکسته بدستم رسید ،","Packaging"
"1622",726,"به جاي تخم مرغ ١٥ عددي
٦ عددي برام ارسال شده","Product"
"1623",727,"لطفا لطفا برای من این پیکو نفرستید،امروز واقعا اعصابمو بهم ریخت","Packaging"
"1624",728,"وسایل ناقص ارسال شد مایع ظرفشویی رو ارسال نکردند در صورتی که در فاکتور تیک خورده بود پیک تحویل نداده","Product"
"1625",729,"کالاهای یخچالی برخلاف همیشه بدون یخ ارسال شد ضمنأ در سفارش قبلی چندین تخم مرغ شکسته بود و برخلاف مشخصات قیدشده در خصوص زرده طلایی ،فقط یک سوم تخم مرغها زرده طلایی بود","Packaging"
"1626",730,"بسته چی فلکس ۶ تایی سفارش دادم یه دونه فرستادن
قبلن خیلی بهتر بودین","Product"
"1627",731,"خیارها در این فصل تازه نبودند.","Product"
"1628",732,"بسته بندی ضعیف، شما حتی محصولات شیشه ای رو هم داخل نایلون می‌فرستین. هزینه بیشتر بگیرین ولی سالم تحویل دهید","Packaging"
"1629",733,"گوجه ها خیلی با کیفیت نبود موزها سبز بود","Product"
"1630",734,"همگی زرد و نارس بودن به هیچ دردی نمی خورن?","Product"
"1631",735,"سلام ، تعدادی از تخم مرغها شکسته بودن و دستمال ها بیشتر نوعی تقلب به نظر میرسه و اصلا قابل قیاس با برند های دیگر نیستن","Packaging"
"1632",736,"با سلام‌
متاسفانه وقتی پیک، بسته های ارسالی را آورد با توجه به اینکه در پارکینگ را باز کردیم و با آسانسور هم‌جنس هارو جلوی منزل آوردند ولی با برخورد بسیار بد و صدای داد ایشون مادر من مواجه شدن که در آپارتمان آبروی مارو بردن ایشون، با توجه به‌ اینکه سر مادر من ایشون داد زدن من بسیار تمایل دارم برای برخورد ایشون پیگیری قضایی کنم، که ببینم با چه جراتی سر مادر من داد زدن ؟!!!!
لطفا قبل از ارسال با هر پیکی از سلامت روانی آن پیک اطمینان حاصل بفرمایید تا مشکلات بعدی بوجود نیاید.


و اما در مورد پیشنهاد نکته ای هست که اگر‌ اعمال بفرمایید فکر میکنم‌ مفید خواهد بود، لطفا قبل از ارسال اجناس از پیک مورد نظر سوال شود که مشکلی برای تحویل دادن اجناس دارند یا خیر ؟ 
که اگر مشکلی وجود دارد همانجا در خود فروشگاه حل شود تا مشکلات بعدی بوجود نیاید، اگر اجناس زیاد است لطفا با دو یا سه پیک بفرستند. صرفه جویی فروشگاه برای ارسال اجناس ارتباطی به مشتری ندارد !!!

برای من امکان خرید چند بار از طریق این برنامه وجود ندارد برای اینکه سایت بسیار هنگ‌ میکند و سرعت سایت بسیار کند است و اجناس زود تمام می‌شود که در این مورد مجبور میشوم دوباره برگردم و کالاهای جایگزین انتخاب کنم. به غیر از تمام موارد بالا زمان برای من بسیار ارزش دارد و امکان اینکه بتونم خریدم را در چند مورد تقسیم کنم ندارم، پس لطفا اگر خود فروشگاه قبل از ارسال اگر اجناس زیاد است با چند پیک بفرستد فکر میکنم رضایت مشتری و پیک ارسالی هم جلب شود.

به تشکر از شما","Product"
"1633",737,"من واقعا از طرفدار های هایپر مارکت بودم ولی این میوه ها جالب نبود خورد تو ذوقم","Product"
"1634",738,"سلام اسنپ عزیز ، بسته بندی عالی ، کالاها باز در ساعت های آخری به دست ما رسید ، از همه بدتر بچه با کلی ذوق و شوق تل سر انتخاب کرد که متاسفانه کلا رنگ و طرحش فرق داشت ، اخه چرا استقلالی ارسال شد ، داخل سایت قید نشده بود رنگ و طرح دیگه هم داره ، ممنون میشم مثل همیشه پیگیری فرمایید","Product"
"1635",739,"نان سیمین خیلی بیات بود","Product"
"1636",740,"سیب زمینی خیلی بی کیفیت بود نسبت به قیمت،همچنین موز","Product"
"1637",741,"سلام بعد مدتی مجددا خواستم از اسنپ مارکت خرید کنم
بعلت حمل نادرست 3 تا از تخم مرغ ها کاملا شکسته و 3 تای دیگر ترک برداشته بودند","Packaging"
"1638",742,"شكستگي يك تخم مرغ دربسته بندي","Packaging"
"1639",743,"شیرینی ها بیات وبسیار بی کیفیت بود","Product"
"1640",744,"من شکر و ماکارانی را از قسمت عمده سفارش دادم اما قیمت در فاکتور تغییر کرده بود","Product"
"1641",745,"قیمت رب خوشبخت تو اپ ۳۳۰۰۰ اما تو فاکتور ۴۵۰۰۰..کالای دستمال کاغذی تنو خریدم اما رول توالت تنو ارسال شده.....اشتباه هم حدی داره","Product"
"1642",746,"زبان گوسفندی بسیار بی کیفیت و سیاه هست
ثبت شکایت کردم
عکس فرستادم
هنوز بررسی نشده","Product"
"1643",747,"متاسفم بابت این همه اشکال وخرابکاری پیک ها ومن بشدت ناراضی هستم ازاین موضوع ودیگه اصلا هیچ سفارشی ثبت نخواهم کرد جز رواست خودرو????","Product"
"1644",748,"پوست انارها بسیار خشک و سوخته هستند، داخلش له شده است.","Packaging"
"1645",749,"لطفا خوراکی ها با شوینده ها در یک پلاستیک بسته بندی نشوند","Packaging"
"1646",750,"درود بر شما 
متاسفانه دو محصول نان تست و چیپس چیزی به اتمام پایان تاریخ مصرف نمونده بود و نان تست بیات بود پخت روز نبود۳ روز مانده به پایان مصرف","Product"
"1647",751,"باکس تخم مرغ تلاونگ 15تایی 14 عدد داخلش بود!!! ... کلا 1 تخم مرغ کم داشت!! ... سیب زمینیها هم تعدادیشون خراب بود و سیاه بود","Product"
"1648",752,"متاسفانه داخل تمامی پلاستیک ها ماده شوینده انگار ریخته شده بود بوی پاک کننده سطوح میداد و باعث شده بود جدای از اینکه جلد محصولات کثیف بشه جلد شیر و پنیر خیس خورده بشه","Packaging"
"1649",753,"کیفیت میوه و سبزیجاتتون اصلا خوب نیست","Product"
"1650",754,"گزارش مشکل با شماره پیگیری ۱۳۵۱۴۴","Product"
"1651",755,"سلام از ۶بسته ۲در۱، چهاربسته رو درست اوردن دوتا رو ۳در ۱ اوردن،لطفا پیگیری کنین چون مصرف ندارم ۳در ۱ رو، مرسی","Product"
"1652",756,"با سلام 
تاریخ ماست بیش از نصف زمان مصرف آن گذشته بود","Product"
"1653",757,"متاسفانه ظاهرا درب روغن کامل بسته نبوده و روغن در پلاستیک ریخته شده بود و روی بسته لازانیا و چند تا از خوراکی های دیگه کاملا روغنی شده بود.","Packaging"
"1654",758,"درب داخلی پنیر پاره شده بود","Packaging"
"1655",759,"**امکان مرجوعی قرار بدهید ..!**
من کالای دیگری سفارش دادم و کالای متفاوتی برایم ارسال شده ..و من اون را نمیخوام ..راهنمایی کنید چطور جنس را مرجوع کنم،،بدون اینکه هزینه اضافی پرداخت کنم؟ نمیخوامش!..","Product"
"1656",760,"رب گوجه فرنگی خوشبخت 45000 با تخفیف 33750،ولی قیمت بدون تخفیف فاکتور شده بود","Packaging"
"1657",761,"برای چندمین باراست که به جای نارنگی پیچ 29 تومانی نارنگی 23 تومانی فرستادند ببخشید یا خودشون.... یاما راخر حساب میکنند کیفیت پایین وتفاوت اشکا رعدم اعتماد مشتری......","Product"
"1658",762,"متاسفانه سینه مرغ بدون استخوان سفارش داده بودم اما سینه مرغ به همراه بازو ارسال شد","Product"
"1659",763,"سلام تاریخ رب برای شش ماه پیش است وقتی تازه نباشد رنگ آن تیره است وکیفت آن خوب نمیباشد ممنونم رسیدگی شود","Product"
"1660",764,"کوکتل پنیر ارسالی برند دارا بود در صورتی که سفارش من میکاییلیان بود","Product"
"1661",765,"سلام من مایع ظرفشویی پریل ۴کیلویی سفارش دادم که پلمپ ظرف باز بود و داخل کیسه ریخته بود و اصلا وزنش با برچسبش یکی نبود","Packaging"
"1662",766,"مغایرت دارد با سفارشی که من دادم،تماس هم با پشتیبانی گرفتم ولی داخل سایت جایی که بتونم عکس بارکد و جنس را بارگزاری کنم پیدا نمیکنم ، لطفا با من تماس بگیرید و راهنمایی فرمایید، باسپاس","Product"
"1663",767,"اتمام موجودی محصول بعد از سفارش","Product"
"1664",768,"خیای لاشخورین 
??????","Product"
"1665",769,"یک بطری از دوغ شیشه ای نصفه و بدون گاز بود","Product"
"1666",770,"سفره ارسالی پاره بود و قابل استفاده نیست","Product"
"1667",781," پیک زنگ ایفونو زده مشتری گفته بله صدا نمیرفته پیک گفته مگه کری؟ مشتری گفته نه کر نیستم پیک گفته چرا کر هستی","Product"
"1668",787," شوینده ریخته","Packaging"
"1669",789," 1 تخم مرغ/حوله نخ کش بوده","Product"
"1670",795,"سیب و نارنگی بی کیفیت","Product"
"1671",798,"ماست پاره","Product"
"1672",804,"آب هویج بی کیفیت","Product"
"1673",809,"با تشکر یه مقدار روی تنوع محصولات و کیفیت انها لطفا بیشتر کار شود","Product"
"1674",810,"کاهو غیر قابل استفاده بود","Product"
"1675",811,"این قلم در محصولات نبود
شامپو شاوما (هدیه)","Product"
"1676",812,"سفارش ماست داشتم تحویل نشد هزینه هم به حسابم برنگشت
اسپری چند منظوره سیف هم تولید یکسال پیش ارسال شده","Product"
"1677",813,"قیمت گرون تر از روی خود جلد محصول?بعد تخفیفم میزنید","Product"
"1678",814,"متاسفانه درب قوطی رب باز بود و رب زده بود بیرون","Product"
"1679",815,"میگو ارسال نشده این چه ثبت سفارش هست","Product"
"1680",816,"در داخل بار نبود هدیه","Product"
"1681",817,"لطفا پیگیری شود.","Product"
"1682",818,"سلام من چیپس و پاستیل سفارش داده بودم جاش دسر و ژله فرستادین چرا؟","Product"
"1683",819,"دوست عزیز ، اگه جنسی موجود نیست هماهنگ کنین ، این کارتون کم لطفی به خریداره ،","Product"
"1684",820,"دو ردیف از سفارشم هم که روز قبل ثبت کرده بودم صبح قبل از ارسال تماس گرفتن که تموم شده و نفرستادن !","Product"
"1685",821,"گوشه های تمام کاغذ ها خم شده و شکسته شده.","Packaging"
"1686",822,"این ۴ قلم کلا ارسال نکردید برام","Product"
"1687",823,"سفیر محترم با من در ساعت ۳ بعداز ظهر تماس گرفته و با لحن بی ادبانه می گوید لوکیشن شما اشتباه است ؛ در حالیکه نمی داند لوکیشن را نرم ازار شما هنگام انتخاب مکان از من دریافت می کند و در ضمن آدرس را هم من بسیار دقیق مرقوم نمودم ؛ دوباره ایشان تماس گرفته و می گوید آدرس غلط است و من الان شما را پیدا نمی کنم و می گویم شما دقیقاً کجا هستید که می گوید من کوهیار هستم !!!! یعنی فاصله یک کیلومتری خانه ما و می گوید من آدرس شما را پیدا نمی کنم ، به هرصورت ایشان کالا را ساعت ۴ بعدازظهر آوردند ، ممنون","Product"
"1688",824,"دیگه این چه دزدیه که میکنید؟
بدون اطلاع حذف میکنید بخش عمده سبد خرید رو و پولش رو برمیگردونید؟
چطور برای نداشتن شیر کاله تماس میگیرید ولی من به خاطر مرغ سفارش دادم","Product"
"1689",825,"گوشت چرخ کرده خراب فرستادن لطفا مرجوع میکنم گوشت چرخ کرده سالم بیارین","Product"
"1690",826,"بنده درخواست شیر کرده بودم ولی متأسفانه همکاران بجاش دوغ ارسال کردند که به علت اینکه بنده فشارم بالاست نمی توانم استفاده کنم","Product"
"1691",827,"سلام وقت بخیر 
نحوه بسته بندی بسیار بد و یه سری از سفارشها آسیب دیده 
ضمن اینکه بدون اطلاع یه سری از محصولات سفارش داده شده به دستم نرسیده 
ممنون میشم که باعث سلب اعتماد مشتری به خودتون نشید","Packaging"
"1692",828,"واقعا متاسفم که محصول تقلبی رو جای اصلی میدین به مشتریاتون،مای بی بی کاملا تقلبی و بی کیفیته،اسنپ دیگه مثل قبل نیست،دفعه پیشم خرید کردم محصولاتم رو کنسل کردین،این دیگه اخرین خرید من کلا از اسنپه","Product"
"1693",829,"درب محصولات نیمه باز بوده و داخل کیسه پر از مواد شوینده شده بود و کلی از مواد هدر رفت و باعث کثیف شدن سایر محصولات نیز شد بسیار ناراضی ام","Packaging"
"1694",830,"توی عکس پر از بادام هندیه. ولی چیزی که برای من ارسال شده اصلا بادام هندی نداره","Product"
"1695",831,"رنگ ارسالی محصولات با رنگ تبلیغات محصول در سایت مغایرت دارد. درصورتی که قصد ارسال رنگ به صورت رندوم یا تصادفی دارید باید در توضیحات محصول درج شود.
لطفا جهت مرجوعی کالاها اقدام شود.","Product"
"1696",832,"نصف مایع شیشه شور داخل پلاستیک ریخته شده. مقداری کف و مایع داخل ظرف نانده","Packaging"
"1697",833,"تخمه ۷۵۰گرم خریدم ۵۹۰گرم فرستادید به جای ۳تا ۲۵۰ گرمی، ۲تا۲۵۰گرمی بود با مشتری دیگه جابجا فرستادید","Product"
"1698",834,"بصورت کلی راضی هستم اما متاسفانه این سری افترشیو که ارسال کرده بودن «تاریخ مصرفش گذشته بود»!!","Product"
"1699",835,"لطف کنید آجیل یا مغزیجات بسته بندی شده زمان زیادی از تولید آن نگذشته باشه برای من که ارسال شد اصلا کیفیت نداشت","Packaging"
"1700",836,"سفره ۴ نفره نبود ۱ نفر و نصفی بود","Product"
"1701",837,"سوراخ بود کل خونه نمکی شد","Product"
"1702",838,"این سه مورد از کالا های من کاملا لشتباه ارسال شدند","Product"
"1703",839,"متاسفانه همه تخم مرغا شکسته و داخل کیسه ریخته شده است .","Packaging"
"1704",840,"فیله مرغ کاملا له شده بود ومتاسفانه نصف اونو دور ریختم،چیزی که خرابه دور میریزم ،نمیفروشن","Packaging"
"1705",841,"سلام این کالباس تعقییر رنگ داده
و بوی بدی میده","Product"
"1706",842,"سلام تمامی پیکها تا امروز خوش اخلاق بودند ایشون به نظر سختش بود وسیله ها رو بیاره بالا و بعد دیدم که اشتباه اورده و صدا کردم و اجناس رو تعویض کردم، البته گفتند که دوتا بسته بوده و هر دو اکرمی بوده تحویل گیرنده،","Product"
"1707",843,"با سلام. بنده ۸ عدد کره ی پاستوریزه شکلی سفارش دادم. در حالیکه بعد چندساعت تماس گرفتند و گفتند محصول مورد نظر شما تمام شده و بجاش باید کره کاله با قیمت بیشتر بخرید","Product"
"1708",844,"به جای دوتا پنیر خانه ای پرچرب پنیر لبنه فرستادن","Product"
"1709",845,"سلام اولا حامل با تاخیر ۱/۵ ساعته امده طی تماس با پشتیبان محترم و با تماس گرفته شده با راننده با لحنی زشت ودادوفریاد اشاره کرد من نمی دانم کجام .با اینکه صدها خرید انجام شده تا بحال از سوی دیگر افراد زحمت کش شما تحویل وتقدیر شده ایشان کاملا بی ادب و پرو بودند","Product"
"1710",846,"والا من ۶ تا شمس کلاسیک سفارش داده بودم ولی ۵ تا کلاسیک یدونه شمس اکسترا مالت برام ارسال شده بود!","Packaging"
"1711",847,"کیفیت کرفس یخ زده بسیار بسیار پایین و اسفناک بود پشیمان شدم از انتخاب این محصول !!!! بسیار بی کیفیت تاریخ تولید تیرماه ۱۴۰۱ ..","Product"
"1712",848,"سلام. آب پرتغال در فاکتور ۴۰ تومن و با تخفیف ۳۴ تومن عرضه شده ,, در حالیکه قیمت اصلی آن روی جعبه برای مصرف کننده ۳۰ تومن ذکر شده,, یعنی ده تومن زیر قیمتی که شما عرضه کرده اید. در حقیقت شما دارید از مشتریها ۱۰ تومن بیشتر دریافت می کنید.","Price"
"1713",849,"تو فاکتور یه هدیه زده که توی بسته ها نبود چیزی","Product"
"1714",850,"کامل مواد داخل اسپری سیف خالی شده است","Product"
"1715",851,"سلام وقت بخیر
خسته نباشید
بعد از دریافت محصول از طرف شما، مشاهده شد سه عدد از یک بسته تخم مرغ تلاونگ شکسته، داشتم در یخچال جاگذاری میکردم که دیدم یک عدد دیگر را شکسته. طی تماس تلفنی با پشتیبانی و همکار محترم، مراتب جهت اطلاع و هرگونه اقدام حضورتان اعلام میگردد.

با تشکر از شما","Packaging"
"1716",852,"متاسفانه شیر دوروز از تاریخش مونده
من شیر را سه تا ۴ روز مصرف می کنم","Product"
"1717",853,"در این این نوع آب معدنی به دلیل جنس بطری ضعیف و درب بطری نامرغوب، درب یکی از بطری‌ها تحت فشار، کج و له شده بود و نصف آب ریخته بود در کیسه پلاستیک و تمام مسیر آسانسور و راه پله خیس آب شد.","Packaging"
"1718",854,"ارسال نشده","Product"
"1719",855,"فیله مرغ سمین را قیمت داده بود با تخفیف نود هزار تومان ولی وقتی برام اورد دیدم ۱۱۳ هزار حساب کردن زنگ زدم میگهباید عکس بگیری بفرستی از چی از کی من عکس بگیرم انقدر ناراحت شدم از خرید امروزم","Product"
"1720",856,"من یک بسته ۶ عددی کره شکلی بصورت پک سفارش داده بودم که به جای آن ۶ عدد کره جداگانه و غیر پک ارسال شده بود و واقعا ناراضی هستم از این موضوع چون هم از لحاظ بهداشتی و هم قیمت متفاوت بودند","Product"
"1721",857,"تحویل در ساعت 20:29 
کلا 3 کیسه تحویل پیک محترم داده شده بود و لباس زیر مردانه و بستنی زمستانی تحویل اینجانب نشده.","Packaging"
"1722",858,"متاسفانه کرم که یک کالای بهداشتی هست هیچ گونه پلمپی نداشت
ظاهر باز شده بود","Packaging"
"1723",859,"با اینکه بعلت دیرکرد پیک با اپراتور صحبت کرده بودم و چون خودم حضور نداشتم قرار بر این شد که کالاهارو درب واحد به همسرم تحویل بدن اما بازهم کالاهارو داخل اسانسور گذاشتن 
بجای پک ۸ عددی باطری نیم قلمی پک قلمی و نیم قلمی ارسال شد، (احتمالا مشکل یا در درج اسم کالا داخل اپلیکیشنه که بصورت کامل نوشته نشده و یا کم دقتی خودم در انتخاب کالا)
تعداد بسته های شکر کم بود و یکی از بسته های شکر پاره شده بود و از همه بدتر تمام کالا ها شدیدا بوی دوده ی ماشین میداد","Product"
"1724",860,"چندتا ازسیب زمینی هاخراب بود مثل همیشه نبود لطفا کسی که سبزیجات را سوا میکنه خودش رابجای مشتری قراربده ممنون","Product"
"1725",861,"تن ماهی به جای ۳ تا ۲ عدد فرستادن
یک عدد کسری داشت","Product"
"1726",862,"۱۷ مورد از اجناس تحویل داده نشده است. بعد از چند ساعت پیگیری هنوز اطلاعی داده نشده.","Product"
"1727",863,"بجای ست کالای مورد نظر کالای تک ارسال شده","Product"
"1728",864,"اولین سفارشم بود که متاسفانه کالا اشتباهی فرستادن","Product"
"1729",865,"متاسفانه لیموترش بسیار درشت فرستادند !!","Product"
"1730",866,"سلام روزتون بخير پنير پيتزا كاله وهديه ايي كه برام تو فاكتور ثبت كردين رو نيوردن","Product"
"1731",867,"مرغ هایپراستار همیشه مرغ درجه ۲ و درجه۳ هستش متاسفانه","Product"
"1732",868,"لطفا محصولات سالم را برای مشتری بفرستید","Product"
"1733",869,"قیمت روی کالا 11800 تومان بوده اما در سایت 14934 تومان درج کردین . به نظر من این کار زشته که قیمت فروش شما از نرخ روی آن بیشتر باشه !! بعدش اعلام کنین که 45 درصد تخفیف دادیم . هورااااا به اسنپ مارکت","Price"
"1734",870,"قیمت درج شده روی جنس با قیمت شما متفاوت است این کالا تاریخ تولیدش برای یک سال قبل میباشد","Product"
"1735",871,"باسلام دوغ گازدار رامک سفارش داده بودم از پشتیبانی هم تماس گرفتن قرار شد آیتم ناموجود حذف بشه و مبلغ برگرده به کیف پولم اما متاسفانه دوغ هراز ارسال شده که مصرف نداریم ،نمیدونم چرا اینکار رو انجام دادید","Product"
"1736",872,"با سلام .جگر فاسد بود وکلا دور ریخته شد واقعا متاسفم که تاریخ مندرج روی ظرف تاریخ همان روز است ولی جگر فاسد به مردم داده میشود خون آبه کاملا سبز رنگ بعد از پخت هم مزه ی تلخی میداد لطفا رسیدگی کنید","Packaging"
"1737",873,"شما سوابق خرید من را ببینید واقعا جای تاسف داره برای اسنپ مارکت سفیر اومده بالا بدون اینکه کامل از آسانسور خارج بشه وسایل را تاپ میده پرت میکنه جلوی درب بهش میگم این چطور تحویل میگه اسنپ مارکت بهمون گفته جلوی درب واحد تحویل بدید نگفته چطور تحویل بدید بهش میگم مگه شعور نداری میگه شعور جد و آبادت نداره منم بهش گفتم خودتی بعد از ساختمان رفته بیرون مجدد آیفون را میزنه میگه گوه میخوری به من چیزی گفتی، نمیدونم دیگه مجدد از اسنپ مارکت خرید کنم یا نه چون تا حالت اینطور سفیر نیومده بود ولی اگه خرید کنم این سفیر دفعه بعد بیاد من دیگه تحویل نمیگیرم بخدا تحویل نمیگیرم لطفا پیگیر باشید تشکر.","Product"
"1738",874,"باسلام از سفارش بنده یه پک ماکارونی کم شده بدون اطلاع بنده پولشو برگشت زدن اومده توکیف پول واینکه سه تا از تخم مرغ ها شکسته بودن،برنامه بشدت کنده وهنگ میکنه،باتشکر","Packaging"
"1739",875,"من دوتا هابرت انبه سفارش داده بودم یه انگور دوتا انگور آوردن یک انبه","Product"
"1740",876,"من تا بحال دو بار سفارش تخم مرغ دادم هر دو بارشم شکسته دستم رسید که مجبور شدم دفه دوم رو عودت بدمی لطفا محصولات رو چک کنید مخصوصا شکستنیهارو","Packaging"
"1741",877,"مغایرت سفارشی که داده بودم با محصولی که به دستم رسید 
جوجه زعفرانی در سفارش من بود جوجه باربیکیو فرستادن","Product"
"1742",878,"بر روی محصول نودل جهان، ۸۵ گرمی ذکر شده، در حالیکه ۷۵ گرمیست، این مغایرت در هنگام خرید گمراه کننده‌ست، چرا که تفاوت در قیمت و وزن این محصول برای خرید انگیزه ایجاد میکند، و گرنه محصولات با کیفیت بهتر و با همین وزن موجود بود.
لطفا رسیدگی کنید.","Price"
"1743",879,"پک ۴تایی انرژی زا سفارش داده بودم.۱عدد انرژی زا فرستادن .ولی مبلغ ۴عدد واریز کردم","Product"
"1744",880,"جوجه کباب زعفرانی سفارش داده بودیم. چیز دیگری ارسال شده بود","Packaging"
"1745",881,"تا حالا به این بی کیفیتی گوشت ندیدم؛ ۱ کیلو فقط چربی و پوست و پلاست تو این بسته بود. دریغ از ۵۰۰ گرم گوشت !!
درسته قلوه گاه؛ اما آنجایی دیگه هم تهیه کردیم انقدر افتضاح نبود.
یعنی واقعا کسی نیست کیفیت محصولات را برسی کنه؟!!
تو را خدا با این گرانی‌ها یکم کیفیت محصولاتتون را قبل ارسال به خلق خدا کنترل کنید..","Product"
"1746",882,"۵۰۰ هزارتومن جنس سفارش دادم،همه رو اشتباه فرستادن.پشتیبانی هم افتضاح میگه ۴۸ ساعت شاید طول بکشه.آخه پول مفت داریم بدیم اسنپ","Product"
"1747",883,"بسته باغ وحش حیوانات کاملا پاره بود و آسیب دیده برای هدیه میخواستم

متاسفم از این نوع برخورد با مشتری","Packaging"
"1748",884,"کیفیت نان باگت خیلی پایین بود و قابل برش زدن‌نبود.. انگار یکی دو روز مونده وتازه نبود.. متاسفانه چون هیپراستار هیچوقت اینطور نان بی کیفیت نفرستاده بود.","Product"
"1749",885,"عصاره الیت. ارسال نشده","Product"
"1750",886,"باسلام. وزن سوسیس فرانکفورتر ۸۰درصد ۱۰۰گرم کمتر از وزن خریداری شده بود. باتشکر","Packaging"
"1751",887,"با سلام
چرا کالای ناقص ارسال میکنید و تحویل ساعت ۵بوده
ساعت ۹شب تحویل داده اند.
یکی ازظرفهای مایع دسشویی کف پلاستیک افتاده و سرش هم پلمب نبودش وبازبود و نصفش هم ریخته بوده است
واقعا مدیریت ضعیف
و بسته بندی نامناسب!","Packaging"
"1752",888,"جدیداً بسیار بسیار بی نظم شده اید، متاسفانه آیتم وازلین کلاً برای ما ارسال نشده است.","Product"
"1753",889,"سه تا از تخم مرغ ها شکسته شده بود و در جعبه و پلاستیک ریخته بود لطفا به پیک بگویید تخم مرغ در پلاستیک هست و کف پلاستیک اگر چیزی قرار دهید بهتر هست که از شکستگی جلوگیری کند","Packaging"
